Subsystems,t0000_1,t0000_2,t0005,t0060,t1440,t2880,Genes
"Nucleotides",0,0,0,0,0,0,PDE10A,PDE11A,PDE1A,PDE1C,PDE2A,PDE3A,PDE3B,PDE6A,PDE6C,PDE6D,PDE6G,PDE6H,PDE9A,PDE1B,PDE6B,PDE5A
"Nucleotides",0,0,0,0,0,0,PDE10A
"Nucleotides",0,0,0,0,4.488036,0,
"Glycolysis/Gluconeogenesis",0.00101795,1.892421,0.001984609,0.4163647,0.00202096,1.713443,DLAT,DLD,PDHA1,PDHA2,PDHB,PDHX
"Vitamin B6 Metabolism",0,0,0,0,0,0,PNPO
"Vitamin B6 Metabolism",0,0,0,0,0,0,PDXP
"Phenylalanine metabolism",0,0,0,0,0,0,ABP1,AOC2,MAOA,MAOB
"Alkaloid biosynthesis II",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,ATP8A1,ATP10A
"Transport, Mitochondrial",0,0,0,0,0,0,ATP8A1,ATP10A
"Glycolysis/Gluconeogenesis",0,0,0,0,0,0,PCK1
"Glycolysis/Gluconeogenesis",0.006624968,0.007822248,0.005994136,0.00609896,331.2785,0.01103223,PCK2
"Transport, Nuclear",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX3
"Glycerophospholipid Metabolism",0,0.05794951,0.05794951,0.05794951,0.05313286,0,PCYT2
"Glycerophospholipid Metabolism",0.004816653,0.01866374,0.004816653,0.004816653,0,0.01866374,PEMT
"Glycerophospholipid Metabolism",0.01384708,0,0.01384708,0.01384708,0.01866374,0,PEMT
"Transport, Endoplasmic Reticular",0.01384708,0,0.01384708,0.01384708,0.01866374,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Mitochondrial",-0.03663775,-0.02279066,-0.03663775,-0.03663775,-0.0414544,-0.02279066,
"Glycolysis/Gluconeogenesis",0,0,0,0,0.4994251,0,PFKL,PFKM,PFKP
"Fructose and Mannose Metabolism",0,0,0,0,0,0,PFKFB1,PFKFB2,PFKFB3,PFKFB4
"Glycine, Serine, and Threonine Metabolism",0.231265,0.2269175,1.225157,0.810777,1.724546,1.167962,PHGDH
"Eicosanoid Metabolism",0,0,0,0,0,0,HPGDS,PTGDS
"Eicosanoid Metabolism",0,0,0,0,0,0,HPGDS,PTGDS
"Eicosanoid Metabolism",0,0,0,0,0,0,PTGES2,PTGES
"Glycolysis/Gluconeogenesis",-2.8402,-5.276369,-4.833902,-0.6863171,1.682315,-3.317685,GPI
"Eicosanoid Metabolism",0,0,0,0,0,0,PTGIS
"Glycolysis/Gluconeogenesis",-0.531785,-2.525537,-1.526644,-1.526644,-2.026069,-3.180906,,PGK1,PGK2
"Pentose Phosphate Pathway",4.522514,1.958684,1.516217,2.368632,0,0,PGLS
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,0,0,
"Pentose Phosphate Pathway",0,0,0,0,0,0,H6PD
"Glycolysis/Gluconeogenesis",-0.30052,-2.298619,-0.3014866,-0.7158667,-0.301523,-2.012945,PGAM1,PGAM2,BPGM
"Glycolysis/Gluconeogenesis",-3.317685,-3.317685,-3.317685,-3.317685,-3.317685,-3.317685,PGM1,PGM2
"Glycerophospholipid Metabolism",0.0006508378,0.0006508378,0.0006508378,0.0006508378,0.0006508378,0.0006508378,PGS1
"Glycerophospholipid Metabolism",0.0006508378,0.0006508378,0.0006508378,0.0006508378,0.0006508378,0.0006508378,
"Eicosanoid Metabolism",0,0,0,0,0,0,PTGS1,PTGS2
"Eicosanoid Metabolism",0,0,0,0,0,0,PTGS1,PTGS2
"Phenylalanine metabolism",0,0,0,0,0,0,
"Arginine and Proline Metabolism",1000,1000,1000,1000,1000,1000,ALDH4A1
"Arginine and Proline Metabolism",-1000,-1000,-1000,-1000,-1000,-1000,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,SLC46A1
"Transport, Mitochondrial",0,0,0,0,0,0,
"Phenylalanine metabolism",0,0,0,0,0,0,GOT1
"Phenylalanine metabolism",0,0,0,0,0,0,GOT2,TAT
"Tyr, Phe, Trp Biosynthesis",0.04579337,0.04579337,0.04579337,0.04579337,0.04579337,0.04579337,PAH
"Transport, Extracellular",-99.95,100,100,-99.95,-99.95,-99.95,SLC6A14,SLC38A2,SLC38A4,SLC7A1,SLC7A2,SLC38A1,SLC7A3
"Transport, Extracellular",100,-99.95,-99.95,100,100,100,SLC16A10,SLC43A2
"Phenylalanine metabolism",0,0,0,0,0,0,DDC
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,PHYH
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PTEN
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PTEN
"Inositol Phosphate Metabolism",0,0,0,0,0,0,INPP5J,INPP5A,INPP5B,INPP5D,INPPL1,INPP5E,SYNJ1,SYNJ2
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PIP5K1C,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,MTMR3
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PIP5K1C,PI4KA,PI4KB,PI4K2A,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PIP5K1C,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,MTMR3
"Inositol Phosphate Metabolism",0,0,0,0,0,0,HCST,PIK3R5,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,INPP5B,OCRL,INPP5E,SYNJ1,SYNJ2
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PLCD3,PLCH1,PLCB1,PLCXD2,PLCE1,PLCB2,PLCB3,PLCB4,PLCD1,PLCL1,PLCG1,PLCG2,PLCD4,PLCZ1,PLCH2
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PLCB1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,HCST,PIK3R5,PIK3C2A,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PIK3C2B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,0,0,PIKFYVE,PIP5K1C,PIP4K2A,PIP4K2C,PIP5K1A,PIP5K1B,PIP4K2B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PLCD3,PLCH1,PLCB1,PLCXD2,PLCE1,PLCB2,PLCB3,PLCB4,PLCD1,PLCL1,PLCG1,PLCG2,PLCD4,PLCZ1,PLCH2
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PLCB1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,HCST,PIK3R5,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PIK3C2B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PI4KA,PI4KB,PI4K2A
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,0,0,PIGP,PIGA,PIGC,PIGH,DPM2,PIGQ
"Inositol Phosphate Metabolism",0,0,0,0,0,0,HCST,PIK3R5,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PIK3C2B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,0,0,PI4KA,PI4KB,PI4K2A
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PIP5K1C,PIP5K1A,PIP5K1B
"Inositol Phosphate Metabolism",0,0,0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PLCD3,PLCH1,PLCB1,PLCXD2,PLCE1,PLCB2,PLCB3,PLCB4,PLCD1,PLCL1,PLCG1,PLCG2,PLCD4,PLCZ1,PLCH2
"Inositol Phosphate Metabolism",0,0,0,0,0,0,PLCB1
"Transport, Mitochondrial",-1000,358.5335,358.304,-1000,-1000,-1000,SLC25A3
"Transport, Extracellular",100,-99.87989,100,100,-99.87989,100,SLC34A2,SLC34A1
"Transport, Extracellular",100,-100,100,100,100,100,SLC17A4,SLC17A2,SLC17A3,SLC17A1
"Transport, Extracellular",-99.87989,100,-100,-99.87989,100,-99.87989,SLC20A1,SLC20A2
"Transport, Extracellular",-100,100,-99.87989,-100,-100,-100,SLC34A3
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,G6PT2
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Nuclear",0.001294761,9.633363,0.002748422,4.436145,1000,0.004730754,
"Transport, Peroxisomal",-0.1009592,-0.1009592,-0.1009592,-0.1009592,-0.1009592,-0.1009592,
"Glycerophospholipid Metabolism",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",0.001428668,0.001428668,0.001428668,0.001428668,0.001428668,0.001428668,PLA2G2A,PLA2G6
"Glycerophospholipid Metabolism",0,0,0,0,0,0,PLA2G2D,PLA2G2E,PLA2G1B,PLA2G2A,PLA2G5,PLA2G2F,PLA2G12A,PLA2G10
"Lysine Metabolism",0,0,0,0,0,0,SEC11A,SPCS1,SPCS3,SEC11C,SPCS2
"Fructose and Mannose Metabolism",0,0,0,0,0,0,PMM1,PMM2,PGM2
"Cholesterol Metabolism",0.1009592,0.1009592,0.1009592,0.1009592,0.1009592,0.1009592,PMVK
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IP6K3,IP6K1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IP6K3,IP6K2,IP6K1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IP6K3,IP6K1
"Inositol Phosphate Metabolism",0,0,0,0,0,0,IP6K3,IP6K2,IP6K1
"Transport, Peroxisomal",0.2212549,2.456602,0,6.125203,6.077294,0.1368349,
"NAD Metabolism",0,0,0,0,0,0,NP
"CoA Catabolism",0,0,0,0,0,0,VNN3,VNN2,VNN1
"CoA Biosynthesis",0,0,0,0,0,0,PANK1,PANK4,PANK3,PANK2
"CoA Biosynthesis",0,0,0,0,0,0,PANK2
"Transport, Extracellular",0,0,0,0,0,0,SLC5A6
"Oxidative Phosphorylation",4.758327,0,4.522962,0,0,3.47402,PPA1
"Others",0,0,0,0,0,0,
"Others",0,0,0,0,0,0,
"Triacylglycerol Synthesis",0,0,0,0,0,0,PPAP2A,PPAP2C,PPAP2B
"Miscellaneous",0,0,0,0,0,0,G6PC,G6PC2,G6PC3
"Oxidative Phosphorylation",1.717241,0.004816653,1.728102,123.4248,1.732256,0,PPA2
"Miscellaneous",0.0006473805,4.816681,0.001374211,2.218072,500,0.002365377,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Heme Biosynthesis",0,0,0,0,0,0,ALAD
"CoA Biosynthesis",0,0,0,0,0,0,PPCDC
"Valine, Leucine, and Isoleucine Metabolism",0.08207361,0.04579337,634.0837,0.08207361,0.08207361,0.04579337,PCCA,PCCB
"Propanoate Metabolism",0,0,0,0,0,0,ACAD8,ACAD9,ACADM,ACADS,ACADSB,ACAD10,ACAD11
"Lysine Metabolism",0,0,0,0,0,0.03948908,
"Pyruvate Metabolism",0,0,1000,0,0,0,AKR7A2
"Pyruvate Metabolism",0,0,0,0,0,0,AKR1A1,AKR1B1,AKR7A2
"Transport, Endoplasmic Reticular",-0.03365308,-0.03365308,-0.03365308,-0.03365308,-0.03365308,-0.03365308,
"Transport, Peroxisomal",-0.06730616,-0.06730616,-0.06730616,-0.06730616,-0.06730616,-0.06730616,
"Pentose Phosphate Pathway",-1.712425,0,-1.723285,-1.297078,-1.732256,0,PGM1
"Transport, Nuclear",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,0,0,
"CoA Biosynthesis",0,0,0,0,0,0,PPCS
"Phenylalanine metabolism",0,0,0,0,0,0,HPD
"Heme Biosynthesis",0,0,0,0,0,0,
"Heme Biosynthesis",0,0,0,0,0,0,PPOX
"Transport, Nuclear",0,0,0,0,0,0,
"IMP Biosynthesis",0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,GART
"IMP Biosynthesis",0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,GART
"IMP Biosynthesis",0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,PAICS
"Miscellaneous",0,0,0,0,0,0,EPX
"Miscellaneous",0,0,0,0,0,0,MPO
"IMP Biosynthesis",0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,0.02249586,PFAS
"Steroid Metabolism",0,0,0,0,0,0,SULT2B1,SULT2A1
"Transport, Mitochondrial",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Arginine and Proline Metabolism",999.9859,0,0,0,999.9832,0,PRODH2
"Arginine and Proline Metabolism",0,997.8055,997.2232,994.1402,994.1961,0,PRODH
"Arginine and Proline Metabolism",0,0,0,0,0,0,P4HA1,P4HB,P4HA2
"Arginine and Proline Metabolism",0.01409393,0.01409393,0.01409393,0.01409393,0.01682654,0.01409393,PRODH2
"Arginine and Proline Metabolism",0,2.174052,2.756391,5.839348,5.783488,0,PRODH
"Transport, Extracellular",0,0,0,0,0,0,SLC36A1
"Transport, Lysosomal",0,0,0,0,0,0,SLC36A1
"Transport, Extracellular",0,0,0,0,0,0,SLCO2A1
"Transport, Extracellular",-100,-100,-100,-100,100,-100,SLCO2A1
"Transport, Extracellular",-100,-100,-100,-100,100,-100,ABCC4
"Transport, Extracellular",-100,-100,-100,-100,0,-100,SLCO4A1,SLCO3A1,SLCO2A1,SLCO1A2
"Transport, Extracellular",0,0,0,0,-100,0,SLC22A1,SLC22A2
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,ABCC4
"Transport, Extracellular",0,0,0,0,0,0,SLC22A1,SLC22A2
"Transport, Extracellular",93.93196,-100,-5.418352,-100,-100,100,SLC36A1
"Transport, Lysosomal",0,0,0,0,0,0,SLC36A1
"Transport, Extracellular",-100,0,-94.58165,0,100,-100,SLC38A2,SLC38A4,SLC38A1
"Transport, Extracellular",6.068041,100,100,100,0,0,SLC6A7
"Transport, Mitochondrial",-0.02040955,-0.02040955,-0.02040955,-0.02040955,-0.02040955,-0.02040955,
"beta-Alanine metabolism",0,0,0,0,0,0,ECHS1,HADHA,HADHB,AUH
"beta-Alanine metabolism",0,0,0,0,0,0,EHHADH
"Pentose Phosphate Pathway",0.04356305,0.04356305,0.04356305,0.04356305,0.04356305,0.04356305,PRPS1L1,PRPS1,PRPS2
"Glycerophospholipid Metabolism",0.0414544,0.0414544,0.0414544,0.0414544,0.0414544,0.0414544,PISD
"Glycine, Serine, and Threonine Metabolism",0.231265,0.2269175,1.225157,0.810777,1.724546,1.167962,PSAT1
"Transport, Extracellular",0,0,0,0,0,0,ATP8A1,ATP10A
"Transport, Mitochondrial",0.0414544,0.0414544,0.0414544,0.0414544,0.0414544,0.0414544,ATP8A1,ATP10A
"Glycine, Serine, and Threonine Metabolism",0.231265,0.2269175,1.225157,0.810777,1.724546,1.167962,PSPH,PSPHL
"Glycerophospholipid Metabolism",0.04813286,-0.009816653,-0.009816653,-0.009816653,-0.005,0.04813286,PTDSS1
"Glycerophospholipid Metabolism",0,0.05794951,0.05794951,0.05794951,0.05313286,0,PTDSS2
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Fatty Acid Metabolism",0,0,0,0,0,0,ACOT8,ACOT2
"Fatty Acid Metabolism",0,0,0,0,0,0,ACOT2
"Fatty Acid Metabolism",0,0,0,0,0,0,ACOT2
"Fatty Acid Metabolism",0,0,0,0,0,0,ACOT2
"Tetrahydrobiopterin",0,0,0,0,0,0,PTS
"Tetrahydrobiopterin",0,0,0,0,0,0,PTS
"CoA Biosynthesis",0,0,0,0,0,0,COASY
"Arginine and Proline Metabolism",0,0,0,0,0,0,SAT2,SAT1
"Arginine and Proline Metabolism",0,0,0,0,0,0,ABP1,AOC2,AOC3
"Nucleotides",-1.712425,0,-1.726034,-1.258491,-1.732261,0,NP
"Purine Catabolism",1.712425,0,1.726034,1.258491,1.732261,0,NP
"Purine Catabolism",0,0,0,0,0,0,NP
"Purine Catabolism",0,0,0,0,-4.807786e-06,0,NP
"Purine Catabolism",0,0,0,0,0,0,NP
"Purine Catabolism",0,0,0,0,0,0,NP
"Nucleotides",0,0,0,0,4.807786e-06,0,NP
"Vitamin D",0,0,0,0,0,0,
"Vitamin B6 Metabolism",0,0,0,0,0,0,PNPO
"Transport, Mitochondrial",0,0,0,0,0,0,
"Vitamin B6 Metabolism",0,0,0,0,0,0,PDXK
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Vitamin B6 Metabolism",0,0,0,0,0.005,0,AOX1
"Vitamin B6 Metabolism",0,0,0,0,0,0,PDXK
"Vitamin B6 Metabolism",0,0,0,0,0,0,PDXK
"Transport, Extracellular",0,0,0,0,0,0,
"Vitamin B6 Metabolism",0,0,0,0,0,0,PDXP
"Transport, Extracellular",0,0,0,0,0.005,0,
"Glycolysis/Gluconeogenesis",0.3071449,2.306441,0.3074808,0.7219657,162.0278,2.023977,TMEM54,PKLR,PKM2
"Limonene and pinene degradation",0,0,0,0,0,0,ALDH1A1,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Limonene and pinene degradation",0,0,0,0,0,0,ALDH2,ALDH1B1,ALDH4A1
"Pyrimidine Catabolism",0,0,0.002748422,-0.03858672,0,0,UPP2,UPP1
"Transport, Mitochondrial",-999.4086,-997.6502,-998.4467,-998.4287,-668.456,-992.9957,SLC16A1
"D-alanine metabolism",0,0,0,0,0,0,SLC16A1,SLC16A7
"Transport, Extracellular",0,0,0,0,0,0,SLC16A1,SLC16A3,SLC16A7
"Tryptophan metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",1000,1000,1000,1000,1000,1000,
"Vitamin A Metabolism",-1000,0,-1000,0,-1000,-1000,
"Vitamin A Metabolism",-1000,0,-1000,0,-1000,-9.172146,
"Vitamin A Metabolism",1000,-1000,1000,-1000,1000,9.172146,
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",0,496.2779,0,-500,0,0,
"Vitamin A Metabolism",0,496.2779,0,-500,0,0,
"Vitamin A Metabolism",0,1000,0,1000,0,0,GSTM1
"Vitamin A Metabolism",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,0,0,
"Riboflavin Metabolism",0.006148386,0.004555857,0.001374211,0.002543323,0.002094801,0.002365377,RFK
"Pentose Phosphate Pathway",0,0,0,0,0,0,RBKS
"Pentose and Glucuronate Interconversions",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Vitamin A Metabolism",-1000,992.5559,-1000,-1000,-1000,-1000,RDH5,RDH16
"Vitamin A Metabolism",1000,1000,1000,1000,1000,1000,RDH13,RDH12,RDH10,SDR16C5,RDH8,RDH11,RDH14
"Vitamin A Metabolism",843.7593,-1000,1000,1000,1000,-1000,RDH5
"Vitamin A Metabolism",-843.7593,503.7221,-1000,-500,-1000,1000,RDH13,RDH12,SDR16C5,RDH8,RDH11,RDH14
"Vitamin A Metabolism",843.7593,-1000,1000,1000,1000,-1000,RDH5
"Vitamin A Metabolism",-843.7593,503.7221,-1000,-500,-1000,1000,RDH13,RDH12,SDR16C5,RDH11,RDH14
"Vitamin A Metabolism",0,-1000,0,-1000,0,0,RDH5
"Vitamin A Metabolism",0,0,0,2.155207,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Vitamin A Metabolism",0,0,0,2.155207,0,0,PNPLA4
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,0,0,
"Vitamin A Metabolism",0,-496.2779,0,500,0,0,
"Vitamin A Metabolism",0,-496.2779,0,500,0,0,
"Vitamin A Metabolism",0,-1000,0,-1000,0,0,
"Vitamin A Metabolism",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular ",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",-100,100,100,100,100,-100,
"Transport, Extracellular",100,-100,-100,-100,-100,100,
"Nucleotides",1.714999,0.002573871,1.728608,1.261065,1.734835,0.002573871,RRM1,RRM2
"Nucleotides",0.001723473,0.001723473,0.001723473,0.001723473,0.001718665,0.001723473,RRM1,RRM2
"Nucleotides",0,0.003795392,0.0001747105,0,0.002202542,0.001931967,RRM1,RRM2
"Nucleotides",0.004297344,0.0005019522,0.001374211,0.04288406,0.002094801,0.002365377,RRM1,RRM2
"NAD Metabolism",0,0,0,0,0,0,C9orf95
"Pentose Phosphate Pathway",1.843856,1.276747,-0.1675826,0.6848321,-1.184374,-0.02953704,RPE
"Pentose Phosphate Pathway",-2.678658,-0.6819367,-1.6838,-1.6838,-1.184374,-0.02953704,RPIA
"R Group Synthesis",2.802966,0,2.987835,0,0,0.05955994,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0.02866833,0,0.2971962,0,0.00957791,0.08615498,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0.2212549,2.456602,0,6.125203,6.077294,0.1368349,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Keratan sulfate biosynthesis",0,0,0,0,0,0,ST3GAL1,ST3GAL2,ST3GAL4
"Keratan sulfate biosynthesis",0,0,0,0,0,0,ST3GAL3
"Keratan sulfate biosynthesis",0,0,0,0,0,0,ST3GAL1,ST3GAL2,ST3GAL4
"O-Glycan Biosynthesis",0,0,0,0,0,0,ST3GAL1
"N-Glycan Biosynthesis",0,0,0,0,0,0,ST6GAL1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,UST
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,UST
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,UST
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,HS2ST1
"Heparan sulfate degradation",0,0,0,0,0,0,IDS
"Heparan sulfate degradation",0,0,0,0,0,0,IDS
"Chondroitin sulfate degradation",0,0,0,0,0,0,IDS
"Chondroitin sulfate degradation",0,0,0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,HS3ST5,HS3ST4,HS3ST1
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,HS3ST5,HS3ST4,HS3ST2
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,HS3ST6,HS3ST4,HS3ST3B2,HS3ST3B1,HS3ST3A2,HS3ST3A1
"Heparan sulfate degradation",0,0,0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST14,CHST13,CHST11,CHST12
"Chondroitin sulfate degradation",0,0,0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,0,0,ARSB
"Chondroitin sulfate degradation",0,0,0,0,0,0,ARSB
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST1,CHST3
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
